0.38063,1.57384
0.97237,4.46118
0.31340,1.31030
0.01233,1.28214
0.65281,1.98653
0.60111,1.75887
0.97314,4.29389
0.92176,3.91646
0.41448,1.63610
0.37977,1.51148
0.90802,3.75928
0.86876,3.12514
0.61588,1.80488
0.32135,1.39078
0.48076,1.41483
0.12533,1.18562
0.15239,1.19574
0.71502,2.16445
0.37870,1.25795
0.55668,1.68862
0.51869,1.62861
0.95932,4.34543
0.60719,1.79532
0.19967,1.38806
0.70081,2.24669
0.41887,1.60611
0.77173,2.46656
0.96714,4.35180
0.58506,1.90310
0.67860,2.01225
0.79866,2.78060
0.84417,3.02344
0.37646,1.56050
0.46148,1.53295
0.17688,1.27667
0.56645,1.65545
0.20318,1.38760
0.95923,4.34993
0.16219,1.28125
0.33326,1.34962
0.63470,1.85219
0.86513,3.05743
0.65079,2.04740
0.30720,1.45471
0.50143,1.42316
0.90926,3.83036
0.70996,2.34000
0.82711,2.92477
0.52276,1.64627
0.33070,1.25271
0.73401,2.28831
0.71550,2.05115
0.99928,4.98856
0.54851,1.71045
0.96153,4.16107
0.98458,4.74416
0.76006,2.33970
0.38386,1.49117
0.64456,1.98655
0.87701,3.36072
0.15918,1.04295
0.64855,1.98336
0.11895,1.19343
0.62686,1.82366
0.44812,1.50468
0.18788,1.09296
0.74921,2.42858
0.83061,2.93544
0.76238,2.37704
0.08629,1.09784
0.16859,1.25349
0.88585,3.37965
0.71653,2.03401
0.52847,1.54835
0.45689,1.51735
0.64178,1.78161
0.28921,1.39618
0.63222,1.93442
0.35920,1.46800
0.95440,4.32209
0.28290,1.52246
0.90819,3.73900
0.50336,1.98995
0.04285,1.10692
0.36193,1.51770
0.10655,1.07948
0.89592,3.52914
0.34602,1.38892
0.12968,1.05949
0.35870,1.44372
0.49250,1.49654
0.10049,1.19062
0.58097,1.80316
0.80302,2.63024
0.43516,1.59052
0.38218,1.44729
0.52246,1.71782
0.57226,1.85823
0.47439,1.59609
0.79477,2.59842
0.61303,1.93804
0.62921,2.00148
0.77775,2.47529
0.36362,1.46556
0.94993,4.27728
0.78795,2.69730
0.37261,1.57762
0.69880,2.04825
0.94674,4.29638
0.18847,1.25334
0.20916,1.28674
0.52128,1.69501
0.74973,2.31528
0.35684,1.54182
0.30747,1.29873
0.87388,3.54674
0.16372,1.36147
0.93917,3.86607
0.33232,1.82804
0.30488,1.40706
0.55160,1.80334
0.49560,1.55835
0.52082,1.69219
0.24213,1.34268
0.46423,1.53348
0.30736,1.49036
0.74380,2.16150
0.24165,1.22411
0.23641,1.50311
0.32046,1.46673
0.10799,1.20092
0.25405,1.30264
0.24925,1.38006
0.77956,2.64178
0.42859,1.46505
0.20756,1.48044
0.45662,1.59950
0.38520,1.55085
0.53346,1.63883
0.86535,3.21447
0.22183,1.23017
0.84832,3.16819
0.47399,1.72501
